state	posterior	prior	likelihood	halfDF	location.precision.col11	location.precision.col12	location.precision.col21	location.precision.col22	treeLengthPrecision1	treeLengthPrecision2	treeLengthPrecision3	correlation	location.varCovar.location.precision.col11	location.varCovar.location.precision.col12	location.varCovar.location.precision.col21	location.varCovar.location.precision.col22	location.diffusionRate	location.traitLikelihood
11	-2912.72372839139	-123.78613621183	-2788.93759217956	0.289078129735473	0.0428615611124865	0.0065922894395139	0.0065922894395139	0.013098459145627	92.3539833685045	28.2233042075517	14.2044333770165	-0.27822244941024	25.288449599743	-12.7273580338434	-12.7273580338434	82.7503766594779	166.269712961884	-2788.93759217956
12	-3032.80030524675	-222.618583189588	-2810.18172205716	0.300990896899149	0.0347427433888244	0.00447944369337364	0.00447944369337364	0.0128810200969788	76.7656398722957	28.4611879633704	9.89753047263268	-0.211746820881717	30.1341032093914	-10.4792957048828	-10.4792957048828	81.2778341446571	158.835193428329	-2810.18172205716
13	-2800.41086965435	13.5649571897818	-2813.97582684413	0.286492970350408	0.046726994207546	0.00511755289126077	0.00511755289126077	0.0162869667136489	102.201249720392	35.6228424386974	11.1931081779831	-0.185506150322819	22.1636117659137	-6.96406258252994	-6.96406258252994	63.5869758201358	164.174654688192	-2813.97582684413
14	-2777.61173181566	-13.6188191014101	-2763.99291271425	0.284634631856073	0.0484792769536169	0.00599012635687685	0.00599012635687685	0.0177288234354542	109.149672667926	39.9159268942628	13.4865941115041	-0.204323330582848	21.5260399703693	-7.27311092330195	-7.27311092330195	58.8627247170406	157.614877644838	-2763.99291271425
15	-3024.30031709309	-247.122185618822	-2777.17813147427	0.293288476108201	0.0385082329520292	0.00422296746181057	0.00422296746181057	0.0116291271919154	85.4552384298387	25.8066849796515	9.37136460610968	-0.199557189892178	27.045508014182	-9.82122720365702	-9.82122720365702	89.5574281481868	163.554241453843	-2777.17813147427
16	-2944.3834910451	-95.2406841222418	-2849.14280692286	0.300280137053172	0.0371539528787861	0.00532993948527156	0.00532993948527156	0.0134466839135723	80.6733956374523	29.1971531242042	11.5730436064718	-0.238458148251554	28.5377588327862	-11.3116756965261	-11.3116756965261	78.8514516853708	163.380820328675	-2849.14280692286
17	-3070.10515455877	-255.7466955075	-2814.35845905127	0.2926542420385	0.039484837089002	0.00789476831817604	0.00789476831817604	0.0130107069708135	85.7429595324915	28.2532891999268	17.1438164705588	-0.348316274408439	28.8231205004847	-17.4895844682888	-17.4895844682888	87.4722810921282	167.480582840926	-2814.35845905127
18	-2917.41757971203	-131.558924558561	-2785.85865515346	0.293657487815999	0.0426898219808636	0.0059063863148117	0.0059063863148117	0.0139412308802635	94.5207371463513	30.8676719270622	13.0774962846502	-0.242107987371873	24.8833570695811	-10.5421623760935	-10.5421623760935	76.1960039762717	162.339651391712	-2785.85865515346
19	-3130.41208995036	-281.17619462682	-2849.23589532354	0.308560086100945	0.0330990450219038	0.00577554469705785	0.00577554469705785	0.0124497959921373	70.253959409267	26.4251570311608	12.2588093537138	-0.284514300347573	32.8734008016938	-15.2501933199859	-15.2501933199859	87.3972693083107	167.132270074265	-2849.23589532354
20	-3319.42558985233	-464.84384791534	-2854.58174193699	0.310717822933562	0.0299393139529697	0.00511449332124261	0.00511449332124261	0.00889775001313734	65.2007657052683	19.3772013220454	11.1381603888229	-0.313358582276615	37.0377710682223	-21.2895880961419	-21.2895880961419	124.625377707002	166.578381616619	-2854.58174193699
21	-2745.66712087287	67.7592655841147	-2813.42638645698	0.277080552324496	0.0472753112819264	0.00640803286425813	0.00640803286425813	0.0170032976745406	101.544712392323	36.5221280466191	13.7640945465422	-0.226016920244121	22.2914168059692	-8.40096634298238	-8.40096634298238	61.9781932063263	164.810343550002	-2813.42638645698
22	-2816.74332218308	-26.6519996667693	-2790.09132251631	0.281823476205549	0.0506958001902836	0.00747250524576622	0.00747250524576622	0.0160164258871432	108.375897629974	34.2394148199239	15.974488232061	-0.262239092400318	21.1821847685812	-9.88260351687265	-9.88260351687265	67.0466566129251	167.067096591369	-2790.09132251631
23	-2990.176318355	-194.098286110121	-2796.07803224487	0.292755471778607	0.0436956228295678	0.00587517138374182	0.00587517138374182	0.0130581738311713	95.1111473240801	28.4233938004327	12.7883356466352	-0.24595765853241	24.359201541625	-10.9597624965387	-10.9597624965387	81.5114346579958	167.215019574042	-2796.07803224487
24	-2868.68788726743	-101.443467188102	-2767.24442007933	0.280161175918164	0.0446703822406247	0.00493451094745142	0.00493451094745142	0.0152083571520017	100.365026887639	34.1700047753187	11.086816344005	-0.189318533205692	23.2183792186801	-7.5334465972596	-7.53344659725961	68.1976274189293	159.492508312025	-2767.24442007933
25	-3155.63320942859	-317.063032146884	-2838.5701772817	0.299610563910631	0.0307361530258038	0.00513649290829834	0.00513649290829834	0.0119348949957492	64.9632540704435	25.2253304199132	10.8563779453037	-0.268183859652756	35.0563168070345	-15.087398987132	-15.087398987132	90.2811728369494	168.589836994633	-2838.5701772817
26	-3267.26433360601	-416.771917384236	-2850.49241622177	0.319246766391327	0.0284965440084635	0.0034480372355247	0.0034480372355247	0.00864649016169781	63.5117617885957	19.2708920525271	7.68482379743356	-0.219662501398509	36.871062968826	-14.703399373894	-14.703399373894	121.517268727646	158.069591783079	-2850.49241622177
27	-3167.03698042693	-312.125847759007	-2854.91113266792	0.311585500309646	0.0349552775972853	0.00757354483399217	0.00757354483399217	0.0118359948672837	75.7507088113448	25.6494887843148	16.4124398037669	-0.372340638290881	33.2124802921447	-21.2518010831451	-21.2518010831451	98.0865133285341	165.305716453842	-2854.91113266792
28	-2826.77243517122	-21.5621476196672	-2805.21028755155	0.293230543370677	0.0424766484268549	0.00697239039111258	0.00697239039111258	0.0143677588387002	91.716743409606	31.0232586511471	15.0549764196785	-0.282235773462691	25.5799716981515	-12.4134564670393	-12.4134564670393	75.6242832851987	165.767040123119	-2805.21028755155
29	-2707.49610475363	50.1060226022021	-2757.60212735583	0.265660881801447	0.0607236280292185	0.00848573086018555	0.00848573086018555	0.0183536612490809	130.656834553015	39.4909092076872	18.2584402323127	-0.254184486946566	17.6055441024343	-8.13984233842531	-8.13984233842531	58.2484604471906	166.480997859337	-2757.60212735583
30	-3119.89334875448	-267.224761265838	-2852.66858748865	0.294625571858384	0.0350891484705469	0.00397452135084425	0.00397452135084425	0.0103225367500106	77.2260742207556	22.7183908401744	8.74733911225894	-0.208835920515625	29.798421105211	-11.4733871888601	-11.4733871888601	101.293049147784	163.748294107485	-2852.66858748865
31	-2840.04834172258	5.51331513104515	-2845.56165685363	0.292236763764193	0.0438988746747877	0.007234181821031	0.007234181821031	0.0155612701332068	94.2488226026255	33.4093162779515	15.5314486800973	-0.276783505416272	24.6695385758559	-11.4684679316664	-11.4684679316664	69.5936111227424	167.44427906033	-2845.56165685363
32	-3096.73358147295	-253.673141950958	-2843.060439522	0.318853319499661	0.0309215356230064	0.0037629877550738	0.0037629877550738	0.0100046383466278	65.1173421497873	21.0686644494307	7.9244370053306	-0.213944724099523	33.8912000790281	-12.7473044485537	-12.7473044485537	104.748209204718	172.543813428676	-2843.060439522
33	-2921.25125565362	-163.309331727425	-2757.9419239262	0.288392351424844	0.0470847601799421	0.00934488072230932	0.00934488072230932	0.0171616688379144	102.667794306486	37.4208274497619	20.3764081658297	-0.32874096253571	23.8116323105112	-12.9659222449054	-12.9659222449054	65.3296021163423	165.925289805444	-2757.9419239262
34	-2984.22106680323	-186.920525895717	-2797.30054090752	0.292897834887971	0.0445902734669451	0.00762547729710782	0.00762547729710782	0.0139161654420096	99.3931631623937	31.0195833043696	16.9974357691351	-0.306116805724108	24.7452290164071	-13.5593517382829	-13.5593517382829	79.288833798489	161.128454572204	-2797.30054090752
35	-2721.18247037413	49.5791885373442	-2770.76165891148	0.294173893298748	0.0532391769884527	0.00603666724389457	0.00603666724389457	0.0165683206020019	117.48370448143	36.5615659645033	13.3212057483207	-0.203255509098104	19.5925849653026	-7.13855789759237	-7.13855789759237	62.9570807860276	158.951637839812	-2770.76165891148
36	-2954.90747561228	-151.597007897694	-2803.31046771458	0.279615035595703	0.0392458316590546	0.00419060828015361	0.00419060828015361	0.0134287455767961	85.825900699693	29.3670470384754	9.16435491158193	-0.182541903780597	26.3587265565703	-8.22557081974459	-8.22557081974459	77.0340117973267	166.601311031186	-2803.31046771458
37	-2942.98084066275	-155.172177991141	-2787.80866267161	0.290063591674434	0.0425169950041279	0.00596033600272817	0.00596033600272817	0.0137474556028677	91.891370512131	29.7121783013953	12.8819885777514	-0.246534838358645	25.04204783317	-10.857210497261	-10.857210497261	77.4479768018984	167.521053972141	-2787.80866267161
38	-2867.49695187262	-77.6075887620922	-2789.88936311053	0.307663459425063	0.0513450537543812	0.0087688511411519	0.0087688511411519	0.0165572383442917	111.051499937563	35.8107747194721	18.9656841457886	-0.300745709896195	21.4128189710421	-11.3404070271318	-11.3404070271318	66.4025194443151	165.85580313075	-2789.88936311053
39	-3048.43035424507	-228.83309349875	-2819.59726074632	0.294250108279969	0.0364072878433164	0.00711910640635415	0.00711910640635415	0.0128794289388824	80.2222725859644	28.3794020453589	15.6867190205675	-0.328763062137441	30.7955722230837	-17.0222574728317	-17.0222574728317	87.0522495636933	162.92373019991	-2819.59726074632
40	-2657.12598147989	111.885249952825	-2769.01123143272	0.277200446885044	0.0623102307376676	0.0104261953760516	0.0104261953760516	0.0216045161059649	132.743231209312	46.0253997243785	22.2115509291482	-0.284167173410397	17.4585216634182	-8.42536611081842	-8.42536611081842	50.3526442272784	165.770988451591	-2769.01123143272
41	-3096.78774051974	-292.063225411075	-2804.72451510866	0.303610992202014	0.0357018224812097	0.00488209772445969	0.00488209772445969	0.0110329923147854	76.9984731909326	23.7949635039748	10.5292683853932	-0.245988394197056	29.8138173202009	-13.1926104490575	-13.1926104490575	96.4749709855776	162.587770065436	-2804.72451510866
42	-3016.47189067851	-218.957400853962	-2797.51448982455	0.296504681801652	0.0368318999076634	0.00590314287002306	0.00590314287002306	0.0141457793701391	79.4886167005858	30.5286568736055	12.7398440509562	-0.258617431036593	29.0964339484393	-12.1421663742617	-12.1421663742617	75.7594837878715	166.215823338267	-2797.51448982455
43	-3108.29959407288	-260.975899100566	-2847.32369497232	0.294826521924702	0.0323950741135092	0.00457607721843342	0.00457607721843342	0.0115261665591268	69.5287063384898	24.7383119757659	9.82151570290835	-0.236816200963639	32.7029337225304	-12.9836012013127	-12.9836012013127	91.9138168128997	163.534540307498	-2847.32369497232
44	-3090.59925786016	-257.835078858204	-2832.76417900196	0.303063693783606	0.0370559154949442	0.00688713544604676	0.00688713544604676	0.0112306552456307	80.4551177811844	24.3837907788399	14.9532209928064	-0.337603781609981	30.4577011003116	-18.6780119472249	-18.6780119472249	100.496184190368	163.389641759163	-2832.76417900196
45	-3014.55088845317	-256.915291466158	-2757.63559698701	0.291795742113847	0.0389677316042801	0.00670479149652613	0.00670479149652613	0.0138541047586872	85.7690552690879	30.4932678355099	14.7574315660216	-0.288564884462453	27.9932475784456	-13.5475291686691	-13.5475291686691	78.7371957531234	161.212405524342	-2757.63559698701
46	-3281.87383458335	-400.637749265941	-2881.23608531741	0.307416139660834	0.0304512528296559	0.00707637060152142	0.00707637060152142	0.0101352813957577	67.419358215675	22.4396076857563	15.6671506134624	-0.402800574713896	39.1994089364994	-27.3687068137414	-27.3687068137414	117.773850146682	163.968548759314	-2881.23608531741
47	-2990.48534232322	-189.924962117617	-2800.5603802056	0.281845877937521	0.0360774002922271	0.00593184728720152	0.00593184728720152	0.0153141131116955	78.4056278458944	33.2815736084016	12.8914557887145	-0.25236342853745	29.6035538770461	-11.4667927209556	-11.4667927209556	69.7408498621479	160.935397200319	-2800.5603802056
48	-3097.99472016218	-306.156503901616	-2791.83821626056	0.293981582862962	0.0353677231981223	0.00505309650979808	0.00505309650979808	0.0121994104030206	77.2068805904331	26.6310165622905	11.0307869313066	-0.243267796089958	30.0528730073053	-12.4481481223895	-12.4481481223895	87.1273003134248	165.04688685151	-2791.83821626056
49	-2958.85061244544	-149.488326685364	-2809.36228576008	0.289791324744655	0.0399135457651501	0.00613608896657647	0.00613608896657647	0.0146082249436911	85.0500628918484	31.1280400270528	13.0751288193737	-0.254116443587393	26.7837137199319	-11.25032307993	-11.25032307993	73.1802109730563	168.028502905488	-2809.36228576008
50	-3278.38232176775	-427.594426081456	-2850.78789568629	0.321100345388793	0.0270619724331796	0.00337574993130606	0.00337574993130606	0.00883697896694729	59.6207854363735	19.4689292583914	7.43718377654131	-0.218292408778375	38.8011578261794	-14.8221475185392	-14.8221475185392	118.822944741063	160.42718516834	-2850.78789568629
51	-3190.52122033532	-336.78585341909	-2853.73536691623	0.289708319009411	0.0326623717772777	0.00461153816130022	0.00461153816130022	0.00934074616244452	70.195377529102	20.0743904253898	9.91075187159327	-0.264016556799795	32.9102722543424	-16.2478429196455	-16.2478429196455	115.079408964631	170.119414084966	-2853.73536691623
52	-3188.3185611805	-341.134380786187	-2847.18418039431	0.313593587781009	0.030736113375017	0.00471214901046201	0.00471214901046201	0.00959722094028345	66.9088633101018	20.8920085703554	10.2577879704889	-0.274360631818425	35.1834049907724	-17.27473484705	-17.27473484705	112.678569290454	164.831716756261	-2847.18418039431
53	-3070.35178853153	-232.078901342473	-2838.27288718906	0.298829982969463	0.0299331068916137	0.00392816866943933	0.00392816866943933	0.010401535825766	64.4722633993115	22.4036402216586	8.46079647027785	-0.222620674651219	35.1498504597487	-13.2744378930497	-13.2744378930497	101.152776730297	165.703293380283	-2838.27288718906
54	-2852.99857877849	-91.7985363381473	-2761.20004244034	0.285853886527795	0.0500233167906764	0.00878405275889937	0.00878405275889937	0.0183116471042307	107.023383614608	39.1772189127746	18.7932170119887	-0.290231795377755	21.8294721989294	-10.4715449354646	-10.4715449354646	59.6332267089188	163.044243433821	-2761.20004244034
55	-3096.32187305536	-266.751972323265	-2829.56990073209	0.310332039605062	0.0333972979822322	0.00530540655347432	0.00530540655347432	0.0110706810562422	72.3571464860404	23.9852604636733	11.4944651918239	-0.275915332201112	32.4098828110855	-15.5318000572616	-15.5318000572616	97.7719896646045	163.854546990339	-2829.56990073209
56	-2878.13033121933	-118.299626126141	-2759.83070509319	0.28943234973265	0.0536744989549436	0.0103594367985095	0.0103594367985095	0.0167331866393814	118.016802860416	36.7920935881327	22.7778113293787	-0.34567089817874	21.1590860266664	-13.0994902006053	-13.0994902006053	67.8713125779044	162.837415046805	-2759.83070509319
57	-2622.40818102143	167.267415393698	-2789.67559641513	0.25295453930762	0.0671504171646493	0.00870759049364033	0.00870759049364033	0.0250969552398012	147.024928435111	54.9494434118491	19.0651513903578	-0.212110965585824	15.5935087625352	-5.41029329517281	-5.41029329517281	41.7226156902189	163.580029986999	-2789.67559641513
58	-2484.02699492073	262.295958926267	-2746.322953847	0.272469195882774	0.0803105105506149	0.0128202900336509	0.0128202900336509	0.0217248026991667	172.475749615244	46.6564289666737	27.5329980930105	-0.306926040257425	13.7466545821401	-8.1122071015269	-8.1122071015269	50.8175316085592	165.787792762322	-2746.322953847
59	-3228.72341364713	-410.180624093492	-2818.54278955364	0.314625411168803	0.0341134977088364	0.00634239363108328	0.00634239363108328	0.0117899496895051	73.369786667505	25.3572970125412	13.6409368410612	-0.316252590163454	32.571579279798	-17.5218539874182	-17.5218539874182	94.2438707879854	165.394232946125	-2818.54278955364
60	-3247.33643066486	-367.630895063111	-2879.70553560175	0.318924413201484	0.0286412547259005	0.00417603794302436	0.00417603794302436	0.0085829434065007	62.3220380816971	18.6760856307481	9.08686432233786	-0.266348522271304	37.5807043621264	-18.2849216066083	-18.2849216066083	125.406690390058	165.013291062923	-2879.70553560175
61	-2776.92542578	37.5273534437613	-2814.45277922377	0.285127059972076	0.0476731572967273	0.00831819905128668	0.00831819905128668	0.0156601933866034	104.774078654571	34.4173204938204	18.2813912709683	-0.304434446251195	23.1188251038102	-12.2799881392197	-12.2799881392197	70.378912857635	162.526902888637	-2814.45277922377
62	-3034.77505054529	-207.129949794065	-2827.64510075122	0.291366165015394	0.0395496446032128	0.00630934420064275	0.00630934420064275	0.0119060384575087	86.9398377902197	26.1723983263263	13.8694890148769	-0.290756402989374	27.6196202432553	-14.6364125588589	-14.6364125588589	91.747239738466	166.478300950636	-2827.64510075122
63	-3001.66063027987	-134.76361379333	-2866.89701648654	0.30834451419776	0.0342118112532777	0.00618030359607197	0.00618030359607197	0.0124831465462312	73.2826408174911	26.7392432937009	13.2383803131908	-0.299060972595733	32.1006743192485	-15.8927808943718	-15.8927808943718	87.9763933593035	166.175723774245	-2866.89701648654
64	-3017.40398106023	-137.345109350204	-2880.05887171003	0.306979153306191	0.0358772482037076	0.0036336515631561	0.0036336515631561	0.0118532038359731	77.6848889881558	25.6657037608696	7.86793392577554	-0.176204031505955	28.7659385893455	-8.8183244941427	-8.8183244941427	87.0686721382814	167.354631298621	-2880.05887171003
65	-2987.47977528103	-156.690621770692	-2830.78915351034	0.291201840491978	0.037236858957908	0.0061406571826765	0.0061406571826765	0.0128597139161792	80.4328042851544	27.777392656892	13.2640155796909	-0.280616161066278	29.1505870266698	-13.919731245292	-13.919731245292	84.4090548769252	162.600657291552	-2830.78915351034
66	-3102.09905945907	-269.187967851338	-2832.91109160773	0.297549437317578	0.0334796938223746	0.00548163277078054	0.00548163277078054	0.0133508893404531	74.2899406463929	29.6250253046212	12.1634975321804	-0.259277064296294	32.0214826454248	-13.1474394073724	-13.1474394073724	80.2994772384896	161.542544029544	-2832.91109160773
67	-2875.99011049699	-71.0617530277434	-2804.92835746925	0.304783925001177	0.0448497309627707	0.00859340295104191	0.00859340295104191	0.0153023958918512	98.6182060577677	33.6478011984688	18.8956759554868	-0.328023938523013	24.9850631948194	-14.030921517634	-14.030921517634	73.228621863861	159.492917904383	-2804.92835746925
68	-3183.29128680228	-323.71664073564	-2859.57464606664	0.297467615699764	0.0288649383358653	0.00478102347319429	0.00478102347319429	0.010459070127821	62.626535370444	22.692420738279	10.3731015173828	-0.275162357345831	37.4820333515282	-17.1336915315284	-17.1336915315284	103.442903448637	168.098692782196	-2859.57464606664
69	-3034.96044033354	-202.661554248268	-2832.29888608527	0.309353267161139	0.0395081864037363	0.00488941202315553	0.00488941202315553	0.0106719464920476	86.1868976943105	23.2807942918454	10.6662262225528	-0.238117475479821	26.8326175218605	-12.2935139172484	-12.2935139172484	99.3359604589265	166.373107241253	-2832.29888608527
70	-3083.34117095072	-244.331372979758	-2839.00979797096	0.309316816814952	0.0376042231219114	0.00531272621299937	0.00531272621299937	0.0119165296680289	81.5734141703958	25.8500755867903	11.5246953604632	-0.250971395630911	28.380340169951	-12.6527589285713	-12.6527589285713	89.5580067148111	163.734186965726	-2839.00979797096
71	-2785.64522288514	22.7045290699689	-2808.34975195511	0.279532262785362	0.0509064616138883	0.00832700712450402	0.00832700712450402	0.0182860878114817	111.423802478253	40.0244953550386	18.2261105498366	-0.272924221447968	21.2248613178502	-9.66524787764474	-9.66524787764474	59.0876845324356	164.123309612826	-2808.34975195511
72	-3197.08612195413	-360.678134511843	-2836.40798744229	0.31177658630663	0.0287183782175666	0.00546770946809421	0.00546770946809421	0.00856688143048928	61.8608916892299	18.4535115552523	11.7777327337746	-0.348589335441045	39.6374314426114	-25.2981158836143	-25.2981158836143	132.874810627182	167.573682175743	-2836.40798744229
73	-3255.46286365609	-421.542999532321	-2833.91986412377	0.315007473937702	0.0331069060830812	0.00522566641621916	0.00522566641621916	0.00968864261603936	70.1504332113672	20.5293262692586	11.072697702284	-0.291776906982178	33.0159503727789	-17.8074834525291	-17.8074834525291	112.818277188357	168.567884270747	-2833.91986412377
74	-2846.65516347745	-27.3893832109398	-2819.26578026651	0.271748579022857	0.0501369519218956	0.00735856414163572	0.00735856414163572	0.01389699038349	109.507072050641	30.3532358644902	16.0722736975052	-0.278774944205872	21.6260472866942	-11.4511596898163	-11.4511596898163	78.0215041640786	163.990460708898	-2819.26578026651
75	-3009.149274672	-189.504803563744	-2819.64447110825	0.288011266674546	0.0399769207291901	0.00530301435992131	0.00530301435992131	0.0121020598108386	88.2819986932378	26.7252707041496	11.7107745732641	-0.241095156762433	26.5581766774762	-11.6375554653803	-11.6375554653803	87.7300344191346	161.998054557313	-2819.64447110825
76	-2773.53973265686	17.6667194225852	-2791.20645207945	0.296314828809901	0.0483841513966187	0.00865492466928223	0.00865492466928223	0.0156070798864205	106.558820431363	34.3722474213167	19.0611705911922	-0.31495673618694	22.9439087739603	-12.7235718342346	-12.7235718342346	71.12935692188	158.891257980772	-2791.20645207945
77	-3132.52742054893	-249.916049622659	-2882.61137092627	0.29882653738382	0.0342704524370854	0.00587723189473118	0.00587723189473118	0.0106100078948689	75.8019833028643	23.468019360602	12.9997068106803	-0.30821591081406	32.2426082075605	-17.8602398041983	-17.8602398041983	104.144010256501	164.140995634536	-2882.61137092627
78	-2693.22600253039	53.6254694798809	-2746.85147201027	0.276678685969204	0.0467417835971022	0.00808525866493905	0.00808525866493905	0.0170037250647638	102.035612289816	37.1185129165336	17.6498253791441	-0.286793458462472	23.3115181299815	-11.0846095920415	-11.0846095920415	64.0813663830349	163.374814675502	-2746.85147201027
79	-3264.30508432424	-372.943667721793	-2891.36141660244	0.313501107769111	0.0287783793769403	0.00419331583518694	0.00419331583518694	0.00774056891294627	62.3165955536783	16.7613991040079	9.08019049674373	-0.280955777141665	37.7262752058885	-20.4375400571504	-20.4375400571504	140.261145216091	166.451584594761	-2891.36141660244
80	-2584.2800715663	195.323452435616	-2779.60352400191	0.265858978496059	0.0660577085192652	0.0140546747419915	0.0140546747419915	0.0252068460416985	145.797106148933	55.6344640224619	31.0203146790847	-0.344429065142947	17.1758766357538	-9.57681731085085	-9.57681731085085	45.0115437088229	162.29404159933	-2779.60352400191
81	-2932.70912051066	-136.89905058113	-2795.81006992953	0.307625365691988	0.0426824877682284	0.00709449504530021	0.00709449504530021	0.0151522754579283	91.9336767154028	32.6364386494085	15.2808106569447	-0.278970126275565	25.406018860988	-11.8954328299102	-11.8954328299102	71.5662866798068	161.852250525056	-2795.81006992953
82	-2818.23028763965	-7.48133136901905	-2810.74895627063	0.291805662949859	0.0416930513508269	0.00537502332197524	0.00537502332197524	0.0141602584664445	91.6983212558785	31.1436051776659	11.8216489167217	-0.22121415975218	25.2189175351067	-9.57272568346025	-9.57272568346025	74.2538440449442	162.20411140087	-2810.74895627063
83	-2988.58387314849	-216.019853614422	-2772.56401953407	0.291827405579573	0.0444448670684473	0.00476244793932355	0.00476244793932355	0.0138223654960287	93.7779437490491	29.1649654833958	10.0486873832664	-0.192144628985607	23.3623123031915	-8.04940341927247	-8.04940341927247	75.1199109172174	166.126441961406	-2772.56401953407
84	-3106.81179041573	-273.515692982173	-2833.29609743356	0.287388396852851	0.0315479090547431	0.00543923515652078	0.00543923515652078	0.011986851055394	68.0240836092299	25.8462314249926	11.7281619652002	-0.279704845935347	34.3881737437404	-15.6042118760897	-15.6042118760897	90.5054190473183	166.65565725733	-2833.29609743356
85	-3049.2833981024	-227.626577350063	-2821.65682075234	0.303110487252324	0.0326374223482366	0.00505728940258731	0.00505728940258731	0.0104640960125295	71.9099208033424	23.0555068813582	11.1427084081377	-0.273658551005632	33.1199982140006	-16.0068691820888	-16.0068691820888	103.300979710897	164.065265328229	-2821.65682075234
86	-2773.19261147414	3.115028937822	-2776.30764041196	0.291774163502568	0.0442273209231797	0.0073966611764469	0.0073966611764469	0.0175978557429666	100.116597073564	39.8359519862733	16.7436899010515	-0.265131013612135	24.3200210101772	-10.2220951145282	-10.2220951145282	61.1216155982796	156.195804090205	-2776.30764041196
87	-3218.01379721684	-364.511340955338	-2853.5024562615	0.319727174773429	0.030999335503427	0.00431920747701868	0.00431920747701868	0.00927743658620287	67.9152406131312	20.3255756225929	9.46278396926702	-0.254691163142156	34.4964580424658	-16.0601862511531	-16.0601862511531	115.265382479534	165.036134748739	-2853.5024562615
88	-3263.46456973596	-424.700773729486	-2838.76379600648	0.328738683159577	0.0271395428751311	0.00409747151647127	0.00409747151647127	0.00971026428402924	59.1126522944523	21.1499316311268	8.92470481739528	-0.252405697523957	39.3537800575889	-16.6062414095835	-16.6062414095835	109.991197966471	164.301043985819	-2838.76379600648
